Task,Trial,Problem,Operation_answer,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,instructions_2.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,simple_recall,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_feedback.started,text_feedback.stopped,simple_recall_corr,simple_recall_corrkeys,instructions_3.started,instructions_3.stopped,instructions.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,digit_answer,operation.started,operation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,operation_feedback.started,operation_feedback.stopped,RT_list,instructions_8.started,instructions_8.stopped,feedback_msg.started,feedback_msg.stopped,processing_score,sumRT,meanRT,sumdiff,sd,RT,feedback_msg_2.started,feedback_msg_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instructions_4.started,instructions_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,operation_3.started,operation_3.stopped,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,operation_feedback_2.started,operation_feedback_2.stopped,instructions_9.started,instructions_9.stopped,operation_correct,feedback_msg_4.started,feedback_msg_4.stopped,operation_4.started,operation_4.stopped,text_3.started,text_3.stopped,complex_recall_prac,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_feedback_3.started,text_feedback_3.stopped,instructions_6.started,instructions_6.stopped,complex_prac_corr,feedback_msg_3.started,feedback_msg_3.stopped,instructions_7.started,instructions_7.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,operation_2.started,operation_2.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,operation_feedback_3.started,operation_feedback_3.stopped,instructions_10.started,instructions_10.stopped,feedback_msg_5.started,feedback_msg_5.stopped,operation_5.started,operation_5.stopped,text.started,text.stopped,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_feedback_2.started,text_feedback_2.stopped,complex_recall_corr,complex_recall_corrkeys,instructions_5.started,instructions_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.29799370000546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.59654350001074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.89552079999703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.19421970000258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.49282530001074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.46824349999952,None,rghvsk,"['r', 'g', 'h', 'v', 's', 'k']","[2.965626000004704, 4.352868200003286, 4.650610700002289, 5.302845900005195, 5.552479100006167, 5.906099800005904, 6.127290900010848]",149.79159470000013,None,149.79159470000013,None,0,RJHVSK,149.79159470000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.78384770000412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.08248480000475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3812070999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6798729000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.97865309999906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.57405340000696,None,znrqsl,"['z', 'n', 'r', 'q', 's', 'l']","[0.5267309999908321, 0.9481782999937423, 1.3818140999937896, 1.7508456999930786, 2.0433764999907, 2.435743399997591, 2.7335275999939768]",164.27761869999813,None,164.27761869999813,None,1,ZNRQSL,164.27761869999813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.88939019999816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.18837080000958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.48695320000115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.78579609999724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0846051999979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.38312140000926,174.86815840000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.40941160000511,None,xjhntrs,"['x', 'j', 'h', 'n', 't', 'r', 's']","[1.6090037999965716, 2.293170699995244, 2.704240799997933, 3.801843299996108, 4.218137199990451, 4.503893200002494, 4.8247817999945255, 5.165484800003469]",176.6820399999997,None,176.6820399999997,None,0,XJHNTZS,176.6820399999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.72473990000435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.02365660000942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.32258930000535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.62118190000183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.9198749000061,188.403364400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.21866210000007,189.7032207000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.71005170000717,None,sghnxrj,"['s', 'g', 'h', 'n', 'x', 'r', 'j']","[1.744760400004452, 4.0599041000095895, 4.393461400002707, 4.893432600001688, 5.383906700008083, 6.100372200002312, 6.406681000007666, 6.636738100001821]",191.5173596000095,None,191.5173596000095,None,0,KVHNSZT,191.5173596000095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.02560580000863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.32444310000574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.62317960000655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.9218630000105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.2207436000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.5193711000029,206.00547960000404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lqxsnth,"['l', 'q', 'x', 's', 'n', 't', 'h']","[1.6373631000024034, 1.9169192999979714, 2.4366689000016777, 3.8034256999962963, 4.1940417000005255, 4.520399400003953, 4.755717399995774, 5.010479000004125]",207.81824400000914,None,207.81824400000914,None,0,LQXSNTK,207.81824400000914,None,213.37929730000906,None,space,4.718929299997399,213.37929730000906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,10,(8/4) + 3,5,,,,,,,,,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,218.7068653000024,None,['5'],0,[3.349159300007159],218.7068653000024,None,218.7068653000024,None,[3.349159300007159],218.7068653000024,None,222.5871432999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,7,(4x6) - 17,7,,,,,,,,,0,0,0,0,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,224.1024475000013,None,['7'],0,[5.099490699998569],224.1024475000013,None,224.1024475000013,None,"[3.349159300007159, 5.099490699998569]",224.1024475000013,None,229.74659249999968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,15,(9/3) - 2,1,,,,,,,,,0,0,0,0,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,231.24472970000352,None,['1'],0,[1.8796319999964908],231.24472970000352,None,231.24472970000352,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908]",231.24472970000352,None,233.65937160000612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,4,(4x4) - 14,2,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,235.15813840000192,None,['2'],0,[1.383560000002035],235.15813840000192,None,235.15813840000192,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035]",235.15813840000192,None,237.08950709999772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,12,(8/2) + 4,8,,,,,,,,,0,0,0,0,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,238.5880984999967,None,['8'],0,[1.81985590000113],238.5880984999967,None,238.5880984999967,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035, 1.81985590000113]",238.5880984999967,None,240.95263970000087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,13,(3x8) - 19 ,5,,,,,,,,,0,0,0,0,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,242.45062750000216,None,['5'],0,[2.913106499996502],242.45062750000216,None,242.45062750000216,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035, 1.81985590000113, 2.913106499996502]",242.45062750000216,None,245.89757180000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,11,(5x3) - 7,8,,,,,,,,,0,0,0,0,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,247.39579710000544,None,['8'],0,[1.910633899999084],247.39579710000544,None,247.39579710000544,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035, 1.81985590000113, 2.913106499996502, 1.910633899999084]",247.39579710000544,None,249.84365940000862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,3,(7x2) - 5,9,,,,,,,,,0,0,0,0,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,251.3421212000103,None,['9'],0,[2.526488200004678],251.3421212000103,None,251.3421212000103,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035, 1.81985590000113, 2.913106499996502, 1.910633899999084, 2.526488200004678]",251.3421212000103,None,254.4058337000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,6,(2x6) - 8,4,,,,,,,,,0,0,0,0,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,255.9043665000063,None,['4'],0,[1.6239104999986012],255.9043665000063,None,255.9043665000063,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035, 1.81985590000113, 2.913106499996502, 1.910633899999084, 2.526488200004678, 1.6239104999986012]",255.9043665000063,None,258.0686793000059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,5,(3/3) + 2,3,,,,,,,,,0,0,0,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,259.56737160000193,None,['3'],0,[3.535778300007223],259.56737160000193,None,259.56737160000193,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035, 1.81985590000113, 2.913106499996502, 1.910633899999084, 2.526488200004678, 1.6239104999986012, 3.535778300007223]",259.56737160000193,None,263.6467874000082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,2,(1/1) - 1,0,,,,,,,,,0,0,0,0,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265.1453462000063,None,['0'],0,[2.4888523000117857],265.1453462000063,None,265.1453462000063,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035, 1.81985590000113, 2.913106499996502, 1.910633899999084, 2.526488200004678, 1.6239104999986012, 3.535778300007223, 2.4888523000117857]",265.1453462000063,None,268.17567060000147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
Practice,9,(4/2) + 5,7,,,,,,,,,0,0,0,0,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,269.67434440000216,None,['7'],0,[2.2142236000072444],269.67434440000216,None,269.67434440000216,None,"[3.349159300007159, 5.099490699998569, 1.8796319999964908, 1.383560000002035, 1.81985590000113, 2.913106499996502, 1.910633899999084, 2.526488200004678, 1.6239104999986012, 3.535778300007223, 2.4888523000117857, 2.2142236000072444]",269.67434440000216,None,272.4216742999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot3,001,2019_Nov_19_1106,test_final,3.1.5,60.18860701693385,
